Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
8850,5087082667,paintgirl (9/20),0,216.5,C Kel'el Ware F Gregory Jackson G Jaylen Brown PF Trendon Watford PG Javon Small SF Jaylen Wells SG Drake Powell UTIL Victor Wembanyama,,,
8850,5087089285,AlbertJerngan123 (9/18),0,216.5,C Bam Adebayo F Jalen Johnson G Cam Thomas PF Giannis Antetokounmpo PG Kasparas Jakucionis SF Ryan Dunn SG Drake Powell UTIL Terance Mann,,,
8850,5087150101,GGHOSTMANH (7/20),0,216.5,C Dominick Barlow F Danny Wolf G Kasparas Jakucionis PF Trendon Watford PG Cade Cunningham SF Rayan Rupert SG Quentin Grimes UTIL Bam Adebayo,,,
8854,5086678223,tpman21,0,216.25,C Bam Adebayo F Isaiah Stewart G Dylan Harper PF Ron Harper Jr. PG Shai Gilgeous-Alexander SF Cooper Flagg SG Marcus Sasser UTIL AJ Green,,,
8854,5087003104,bradgotin,0,216.25,C Bam Adebayo F Isaiah Stewart G Gary Trent Jr. PF Tobias Harris PG Cade Cunningham SF Leaky Black SG Duncan Robinson UTIL Jalen Duren,,,
8854,5087069590,ParPosse (1/2),0,216.25,C Julian Reese F Cooper Flagg G Jaylen Brown PF PJ Washington PG Ajay Mitchell SF Devin Vassell SG Payton Pritchard UTIL Nic Claxton,,,
8854,5087159023,Lujack43 (4/20),0,216.25,C Nikola Jokic F Cooper Flagg G Terance Mann PF Noah Penda PG Cameron Payne SF Keldon Johnson SG VJ Edgecombe UTIL Corey Kispert,,,
8854,5087177503,cnote6 (6/16),0,216.25,C Nic Claxton F Noah Clowney G VJ Edgecombe PF Jaylin Williams PG Collin Gillespie SF Bilal Coulibaly SG Jahmai Mashack UTIL Jamal Murray,,,
8854,5087296677,Timmer21774 (1/2),0,216.25,C Danny Wolf F Jaylin Williams G Nickeil Alexander-Walker PF Tristan da Silva PG Payton Pritchard SF Jonathan Kuminga SG VJ Edgecombe UTIL Daniel Gafford,,,
8860,5086628796,taka082576 (8/20),0,216,C Kel'el Ware F Cooper Flagg G Andrew Nembhard PF Paolo Banchero PG Ben Saraf SF Jabari Walker SG Cameron Payne UTIL Javon Small,,,
8860,5086889468,kano1477 (6/7),0,216,C Jaylin Williams F Desmond Bane G Javon Small PF Cameron Johnson PG Collin Gillespie SF Will Riley SG Cameron Payne UTIL De'Aaron Fox,,,
8860,5087011953,lewrod,0,216,C Andre Drummond F Aaron Gordon G Dylan Harper PF Tobias Harris PG Cameron Payne SF Jaime Jaquez Jr. SG Stephon Castle UTIL Jaylen Brown,,,
8860,5087086424,lilo1985 (2/4),0,216,C Jalen Duren F Simone Fontecchio G Ajay Mitchell PF Danny Wolf PG Cade Cunningham SF Jaime Jaquez Jr. SG Pelle Larsson UTIL Jonathan Kuminga,,,
8860,5087104724,pattman19 (6/7),0,216,C Jalen Duren F Obi Toppin G Cade Cunningham PF Simone Fontecchio PG Devin Booker SF Jabari Walker SG Kam Jones UTIL Alexandre Sarr,,,
8860,5087189004,PackerRock2 (1/4),0,216,C Jalen Duren F Desmond Bane G Tre Johnson PF Jonathan Kuminga PG Cameron Payne SF Tristan da Silva SG VJ Edgecombe UTIL Ajay Mitchell,,,
8866,5086888159,goofybh207 (2/20),0,215.75,C Wendell Carter Jr. F Danny Wolf G Kevin Porter Jr. PF Trendon Watford PG CJ McCollum SF Cooper Flagg SG Desmond Bane UTIL Myles Turner,,,
8866,5086895040,nastynatedogs (4/4),0,215.75,C Daniel Gafford F Jaime Jaquez Jr. G VJ Edgecombe PF Jonathan Kuminga PG Quentin Grimes SF Tristan da Silva SG Isaiah Joe UTIL Alexandre Sarr,,,
8866,5086934614,greendose (13/20),0,215.75,C Marvin Bagley III F Trendon Watford G Dylan Harper PF Paolo Banchero PG De'Aaron Fox SF Jaime Jaquez Jr. SG Naji Marshall UTIL Cooper Flagg,,,
8866,5087030085,Ish99 (1/2),0,215.75,C Daniel Gafford F Cooper Flagg G Daniss Jenkins PF Danny Wolf PG CJ McCollum SF Rayan Rupert SG Cameron Payne UTIL Cade Cunningham,,,
8866,5087035449,ogsmashers (6/8),0,215.75,C Nic Claxton F Julian Champagnie G Cooper Flagg PF Jalen Johnson PG Cam Thomas SF Tristan da Silva SG CJ McCollum UTIL Ronald Holland II,,,
8866,5087039095,Ish99 (2/2),0,215.75,C Daniel Gafford F Cooper Flagg G Daniss Jenkins PF Danny Wolf PG CJ McCollum SF Rayan Rupert SG Cameron Payne UTIL Cade Cunningham,,,
8866,5087046098,Dr_Henry_Pride (19/20),0,215.75,C Neemias Queta F Danny Wolf G Javon Small PF Paolo Banchero PG Andrew Nembhard SF Jabari Walker SG Ethan Thompson UTIL Gregory Jackson,,,
8866,5087069403,Gunnes-2019 (8/20),0,215.75,C Danny Wolf F Jaime Jaquez Jr. G Nickeil Alexander-Walker PF Jaylin Williams PG De'Aaron Fox SF Desmond Bane SG Payton Pritchard UTIL Keldon Johnson,,,
8866,5087109159,morlune (14/20),0,215.75,C Victor Wembanyama F Danny Wolf G Cooper Flagg PF Trendon Watford PG Javon Small SF Jahmai Mashack SG Jalen Green UTIL Jaylen Wells,,,
8866,5087168132,Breezy_Matthew (4/5),0,215.75,C Kel'el Ware F Jarace Walker G Ben Saraf PF Jaylin Williams PG Devin Booker SF Cooper Flagg SG Keldon Johnson UTIL Cameron Payne,,,
8866,5087177287,Hotwire76 (1/2),0,215.75,C Jaylin Williams F Paolo Banchero G Collin Gillespie PF Gregory Jackson PG Javon Small SF Rayan Rupert SG Payton Pritchard UTIL Royce O'Neale,,,
8866,5087177755,nawfstar4 (1/2),0,215.75,C Jalen Duren F Trendon Watford G Marcus Sasser PF Paolo Banchero PG Cameron Payne SF Desmond Bane SG Jalen Green UTIL Kobe Brown,,,
8866,5087243538,kewlfuhl (5/13),0,215.75,C Olivier-Maxence Prosper F Danny Wolf G Tyler Herro PF Gregory Jackson PG CJ McCollum SF Desmond Bane SG Jalen Green UTIL Royce O'Neale,,,
8866,5087258829,Nitt.butt (1/20),0,215.75,C Neemias Queta F Isaiah Stewart G Daniss Jenkins PF Kobe Brown PG Cade Cunningham SF Cooper Flagg SG Jaylen Brown UTIL Jordan Walsh,,,
8880,5086683768,friendsextra,0,215.5,C Nic Claxton F Julian Champagnie G Jalen Suggs PF Royce O'Neale PG Nickeil Alexander-Walker SF Devin Vassell SG CJ McCollum UTIL Trae Young,,,
8880,5086910079,alldream34 (2/4),0,215.5,C Dominick Barlow F Danny Wolf G Collin Gillespie PF Jonathan Kuminga PG Jalen Suggs SF Will Riley SG Desmond Bane UTIL Jalen Duren,,,
8880,5087046172,scotty5ko (1/4),0,215.5,C Daniel Gafford F Jaime Jaquez Jr. G CJ McCollum PF PJ Washington PG Cooper Flagg SF Devin Vassell SG Naji Marshall UTIL Collin Gillespie,,,
8880,5087080548,jclora (20/20),0,215.5,C Jalen Duren F Trendon Watford G Tre Johnson PF Tristan da Silva PG Cade Cunningham SF Desmond Bane SG Cameron Payne UTIL Kam Jones,,,
8880,5087119725,De_Fair (6/6),0,215.5,C Marvin Bagley III F Ousmane Dieng G Nickeil Alexander-Walker PF Paolo Banchero PG Cade Cunningham SF Tristan da Silva SG Marcus Sasser UTIL Dylan Harper,,,
8880,5087129249,jujudadon11 (14/20),0,215.5,C Neemias Queta F Jalen Green G Collin Gillespie PF Kyle Kuzma PG De'Aaron Fox SF Jonathan Kuminga SG Cameron Payne UTIL Payton Pritchard,,,
8880,5087142635,AlbertJerngan123 (14/18),0,215.5,C Daniel Gafford F Jaime Jaquez Jr. G CJ McCollum PF PJ Washington PG Cooper Flagg SF Devin Vassell SG Naji Marshall UTIL Collin Gillespie,,,
8887,5086899232,rimas (2/2),0,215.25,C Wendell Carter Jr. F Ochai Agbaji G Desmond Bane PF Paolo Banchero PG Nickeil Alexander-Walker SF Julian Champagnie SG Dyson Daniels UTIL Daniel Gafford,,,
8887,5086901107,worksit1 (7/20),0,215.25,C Victor Wembanyama F Rayan Rupert G Naji Marshall PF Danny Wolf PG Javon Small SF Jabari Walker SG Devin Booker UTIL Gregory Jackson,,,
8887,5086925076,patkingpin (17/20),0,215.25,C Nic Claxton F Dominick Barlow G Javon Small PF Olivier-Maxence Prosper PG Andrew Nembhard SF Rayan Rupert SG VJ Edgecombe UTIL Cade Cunningham,,,
8887,5086954150,treyb12 (4/20),0,215.25,C Olivier-Maxence Prosper F Giannis Antetokounmpo G Ben Saraf PF Dominick Barlow PG Cade Cunningham SF Jabari Walker SG Naji Marshall UTIL Gregory Jackson,,,
8887,5087099707,tlum12 (12/20),0,215.25,C Danny Wolf F Trendon Watford G Collin Gillespie PF Paolo Banchero PG Jalen Suggs SF Jarace Walker SG CJ McCollum UTIL Olivier-Maxence Prosper,,,
8887,5087181855,GREENBADGER201,0,215.25,C Nic Claxton F Kyle Kuzma G Devin Booker PF PJ Washington PG Cooper Flagg SF Jaime Jaquez Jr. SG CJ McCollum UTIL Gabe Vincent,,,
8887,5087197308,allmadden123 (2/5),0,215.25,C Alexandre Sarr F Ochai Agbaji G Duncan Robinson PF Kyle Kuzma PG Cade Cunningham SF Cooper Flagg SG Quentin Grimes UTIL Spencer Jones,,,
8887,5087237854,dwmpanthers (7/8),0,215.25,C Alexandre Sarr F Dominick Barlow G Trae Young PF Gregory Jackson PG Quentin Grimes SF Jaime Jaquez Jr. SG CJ McCollum UTIL Bub Carrington,,,
8895,5086732914,DAKID420 (5/20),0,215,C Danny Wolf F Dominick Barlow G Javon Small PF Giannis Antetokounmpo PG Cade Cunningham SF Jahmai Mashack SG Cam Spencer UTIL Rayan Rupert,,,
8895,5086942035,Thebook79 (8/20),0,215,C Taylor Hendricks F Keldon Johnson G Ben Saraf PF Paolo Banchero PG Nickeil Alexander-Walker SF Jaime Jaquez Jr. SG Quentin Grimes UTIL Collin Gillespie,,,
8895,5087001031,Ammomaz (1/3),0,215,C Bam Adebayo F Isaiah Stewart G Desmond Bane PF Jaylin Williams PG Tre Johnson SF Bilal Coulibaly SG Keldon Johnson UTIL VJ Edgecombe,,,
8895,5087253508,djs132 (2/2),0,215,C Julian Reese F Kyle Kuzma G Jaylen Brown PF Paolo Banchero PG Dylan Harper SF Kevin Huerter SG Luguentz Dort UTIL Bam Adebayo,,,
8899,5086835739,newgp,0,214.75,C Jay Huff F Olivier-Maxence Prosper G Christian Braun PF Julian Champagnie PG Collin Gillespie SF Devin Vassell SG VJ Edgecombe UTIL Jamal Murray,,,
8899,5086901103,worksit1 (3/20),0,214.75,C Danny Wolf F Olivier-Maxence Prosper G Shai Gilgeous-Alexander PF Noah Clowney PG Javon Small SF Rayan Rupert SG Ethan Thompson UTIL Victor Wembanyama,,,
8899,5086903928,johnnyd74 (2/20),0,214.75,C Bam Adebayo F Gregory Jackson G Christian Braun PF PJ Washington PG Collin Gillespie SF Will Riley SG Brandon Williams UTIL Jay Huff,,,
8899,5086925073,patkingpin (14/20),0,214.75,C Ivica Zubac F Dominick Barlow G Javon Small PF Simone Fontecchio PG Andrew Nembhard SF Jaime Jaquez Jr. SG Jaylen Brown UTIL VJ Edgecombe,,,
8899,5087027106,Shawntk (1/8),0,214.75,C Alexandre Sarr F Jaylen Wells G Ben Sheppard PF Chet Holmgren PG De'Aaron Fox SF Jarace Walker SG Nickeil Alexander-Walker UTIL Isaiah Joe,,,
8899,5087122832,jmaurilus (6/20),0,214.75,C Victor Wembanyama F Jaylen Wells G Jaylen Brown PF Danny Wolf PG Javon Small SF Jaime Jaquez Jr. SG Corey Kispert UTIL Olivier-Maxence Prosper,,,
8899,5087129177,TheSonOfAKing83,0,214.75,C Jaylin Williams F Danny Wolf G Stephon Castle PF Will Riley PG Collin Gillespie SF Jaime Jaquez Jr. SG CJ McCollum UTIL Alexandre Sarr,,,
8899,5087204281,Punzie,0,214.75,C Alexandre Sarr F Ochai Agbaji G Stephon Castle PF Jaylin Williams PG Javon Small SF Cooper Flagg SG VJ Edgecombe UTIL Kam Jones,,,
8907,5086628802,taka082576 (14/20),0,214.5,C Jalen Duren F Cooper Flagg G Andrew Nembhard PF Paolo Banchero PG Ben Saraf SF Justin Edwards SG Marcus Sasser UTIL Ivica Zubac,,,
8907,5086842990,winningfaith,0,214.5,C Alexandre Sarr F Khris Middleton G Isaiah Joe PF Sam Hauser PG Trae Young SF Tim Hardaway Jr. SG Jaylen Brown UTIL CJ McCollum,,,
8907,5087073197,gustywind56 (2/3),0,214.5,C Mouhamed Gueye F Myron Gardner G Daniss Jenkins PF Paolo Banchero PG Trae Young SF Cooper Flagg SG Devin Booker UTIL Marvin Bagley III,,,
8907,5087129837,BlackAvenger (13/20),0,214.5,C Olivier-Maxence Prosper F Gregory Jackson G Javon Small PF Trendon Watford PG Cade Cunningham SF Cam Spencer SG Ethan Thompson UTIL Jalen Johnson,,,
8907,5087145048,uptowncornbread (8/20),0,214.5,C Danny Wolf F Olivier-Maxence Prosper G Jaylen Brown PF Trendon Watford PG Cooper Flagg SF Jaylen Wells SG Tyler Herro UTIL Gregory Jackson,,,
8907,5087230854,wwaazz (2/9),0,214.5,C Kel'el Ware F Danny Wolf G Kasparas Jakucionis PF Giannis Antetokounmpo PG Kevin Porter Jr. SF Jaime Jaquez Jr. SG Isaiah Joe UTIL Javon Small,,,
8913,5086935188,dockman12600 (19/20),0,214.25,C Tristan Vukcevic F Aaron Wiggins G Javon Small PF Olivier-Maxence Prosper PG Collin Gillespie SF Keldon Johnson SG Stephon Castle UTIL Victor Wembanyama,,,
8913,5087020416,bscurlark,0,214.25,C Onyeka Okongwu F Jaylin Williams G Ajay Mitchell PF Paolo Banchero PG Dru Smith SF Desmond Bane SG Jett Howard UTIL Collin Gillespie,,,
8913,5087046581,Binkie3461,0,214.25,C Obi Toppin F Paolo Banchero G Payton Pritchard PF Jaylin Williams PG Cameron Payne SF Tristan da Silva SG Desmond Bane UTIL Ajay Mitchell,,,
8913,5087066876,jowille007 (2/3),0,214.25,C Daniel Gafford F Ousmane Dieng G Isaiah Joe PF Paolo Banchero PG Ajay Mitchell SF Justin Edwards SG Payton Pritchard UTIL Cade Cunningham,,,
8913,5087156326,curly704 (16/20),0,214.25,C Nic Claxton F Trendon Watford G Javon Small PF Paolo Banchero PG Cade Cunningham SF Rayan Rupert SG Max Christie UTIL Devin Vassell,,,
8913,5087219152,ecape (18/19),0,214.25,C Micah Potter F Danny Wolf G Cooper Flagg PF Jaylin Williams PG Ryan Rollins SF Kyle Kuzma SG Desmond Bane UTIL Taylor Hendricks,,,
8913,5087244250,BeckyBoots (10/20),0,214.25,C Nic Claxton F Dominick Barlow G Javon Small PF Giannis Antetokounmpo PG Cade Cunningham SF Jaylen Wells SG Ochai Agbaji UTIL Danny Wolf,,,
8913,5087257184,astking (2/4),0,214.25,C Danny Wolf F Olivier-Maxence Prosper G Javon Small PF Gregory Jackson PG Jalen Suggs SF Rayan Rupert SG CJ McCollum UTIL Victor Wembanyama,,,
8921,5086824649,otter64 (1/2),0,214,C Mouhamed Gueye F Chet Holmgren G Jared McCain PF Jaylin Williams PG Shai Gilgeous-Alexander SF Jaylen Brown SG Luguentz Dort UTIL Hugo Gonzalez,,,
8921,5086860677,jayjclem (2/2),0,214,C Kel'el Ware F Tristan da Silva G Cameron Payne PF Jaylin Williams PG Trae Young SF Julian Champagnie SG Isaiah Joe UTIL Jaylen Brown,,,
8921,5086998726,ksd23 (12/20),0,214,C Victor Wembanyama F Danny Wolf G Desmond Bane PF Olivier-Maxence Prosper PG Ajay Mitchell SF Jaylen Wells SG Jahmai Mashack UTIL Onyeka Okongwu,,,
8921,5087125786,SHININ (20/20),0,214,C Danny Wolf F Jalen Wilson G Andrew Nembhard PF Trendon Watford PG Cade Cunningham SF Justin Edwards SG Payton Pritchard UTIL Giannis Antetokounmpo,,,
8921,5087144594,Karackta (17/20),0,214,C Victor Wembanyama F Olivier-Maxence Prosper G Javon Small PF Danny Wolf PG Collin Gillespie SF Bilal Coulibaly SG Desmond Bane UTIL Marvin Bagley III,,,
8921,5087173990,salatso22 (3/20),0,214,C Marvin Bagley III F Zaccharie Risacher G Cade Cunningham PF Trendon Watford PG Collin Gillespie SF Desmond Bane SG Cameron Payne UTIL Payton Pritchard,,,
8921,5087240110,mikeygoodlife (15/20),0,214,C Dominick Barlow F Jonathan Kuminga G Ben Saraf PF Paolo Banchero PG Cooper Flagg SF Jaylen Brown SG Drake Powell UTIL Cason Wallace,,,
8921,5087253223,Boogelguapo (1/2),0,214,C Ivica Zubac F Giannis Antetokounmpo G Bub Carrington PF Isaiah Stewart PG Sharife Cooper SF Jaime Jaquez Jr. SG Duncan Robinson UTIL Paolo Banchero,,,
8929,5086874953,Jumoney50 (13/13),0,213.75,C Onyeka Okongwu F Royce O'Neale G VJ Edgecombe PF Jabari Walker PG De'Aaron Fox SF Desmond Bane SG Cameron Payne UTIL Trendon Watford,,,
8929,5086905167,brock196 (8/8),0,213.75,C Kel'el Ware F Jaylen Wells G Tre Johnson PF Trendon Watford PG Cooper Flagg SF Desmond Bane SG Payton Pritchard UTIL Jalen Duren,,,
8929,5086908766,BullDozier (15/20),0,213.75,C Kel'el Ware F Gregory Jackson G Javon Small PF Trendon Watford PG Devin Booker SF Rayan Rupert SG Max Christie UTIL Victor Wembanyama,,,
8929,5086974698,minrobertson210 (11/20),0,213.75,C Danny Wolf F Julian Champagnie G Dru Smith PF Jalen Johnson PG Javon Small SF Kobe Brown SG Kevin Porter Jr. UTIL Cooper Flagg,,,
8929,5087022465,Abc1289 (20/20),0,213.75,C Nic Claxton F Paolo Banchero G Cameron Payne PF Dominick Barlow PG Quentin Grimes SF Desmond Bane SG Duncan Robinson UTIL Danny Wolf,,,
8929,5087053264,Browns0822 (2/7),0,213.75,C Kel'el Ware F Paolo Banchero G Javon Small PF Julian Champagnie PG Collin Gillespie SF Jonathan Kuminga SG Nickeil Alexander-Walker UTIL Dylan Harper,,,
8929,5087089266,jamjack (6/20),0,213.75,C Bobby Portis F Ousmane Dieng G Brandon Williams PF Jalen Johnson PG Dru Smith SF Rayan Rupert SG Nickeil Alexander-Walker UTIL Payton Pritchard,,,
8936,5087020403,dannycal111 (2/4),0,213.5,C Jaylin Williams F Will Riley G Ajay Mitchell PF Sam Hauser PG Shai Gilgeous-Alexander SF Devin Vassell SG Cameron Payne UTIL Collin Gillespie,,,
8936,5087106473,kholland6102,0,213.5,C Olivier-Maxence Prosper F Jaylin Williams G Dylan Harper PF Paolo Banchero PG Cooper Flagg SF Ousmane Dieng SG Jalen Green UTIL Danny Wolf,,,
8936,5087121837,haresnape3 (2/2),0,213.5,C Jaylin Williams F Ron Harper Jr. G Javon Small PF Chet Holmgren PG Ajay Mitchell SF Cooper Flagg SG Cameron Payne UTIL De'Aaron Fox,,,
8936,5087139603,w.bagwell9 (8/10),0,213.5,C Jaylin Williams F Danny Wolf G De'Aaron Fox PF Tristan da Silva PG Cameron Payne SF Dyson Daniels SG Desmond Bane UTIL Payton Pritchard,,,
8936,5087144586,Karackta (9/20),0,213.5,C Victor Wembanyama F Danny Wolf G Javon Small PF Olivier-Maxence Prosper PG Dylan Harper SF Desmond Bane SG Duncan Robinson UTIL Nickeil Alexander-Walker,,,
8936,5087172899,Assy_Mcgee (15/20),0,213.5,C Bam Adebayo F Gregory Jackson G Ben Saraf PF Tristan da Silva PG Cade Cunningham SF Sam Hauser SG Cameron Payne UTIL AJ Green,,,
8936,5087189007,PackerRock2 (4/4),0,213.5,C Jalen Duren F Ousmane Dieng G Cason Wallace PF Micah Potter PG Cade Cunningham SF Desmond Bane SG Brandon Williams UTIL Justin Edwards,,,
8936,5087206047,jgAllDay (20/20),0,213.5,C Neemias Queta F Giannis Antetokounmpo G Javon Small PF Trendon Watford PG Ethan Thompson SF Jarace Walker SG Jahmai Mashack UTIL Olivier-Maxence Prosper,,,
8944,5087140628,ccc0017 (6/20),0,213.25,C Bam Adebayo F Gregory Jackson G Cooper Flagg PF Simone Fontecchio PG Daniss Jenkins SF Jaylen Brown SG Kam Jones UTIL Danny Wolf,,,
8944,5087150908,jdarien32 (3/11),0,213.25,C Daniel Gafford F Paolo Banchero G Javon Small PF Giannis Antetokounmpo PG Ben Saraf SF Ousmane Dieng SG Jaden Hardy UTIL Alexandre Sarr,,,
8944,5087174296,Tuckersteam36,0,213.25,C Isaiah Stewart F Jaime Jaquez Jr. G Desmond Bane PF Obi Toppin PG Quentin Grimes SF Jarace Walker SG CJ McCollum UTIL Jalen Suggs,,,
8944,5087239943,kewlfuhl (3/13),0,213.25,C Danny Wolf F Jarace Walker G Shai Gilgeous-Alexander PF Cameron Johnson PG Javon Small SF Ochai Agbaji SG Payton Pritchard UTIL Jay Huff,,,
8948,5086921328,korhashamo (13/20),0,213,C Danny Wolf F Gregory Jackson G Ben Saraf PF Trendon Watford PG Cade Cunningham SF Cooper Flagg SG Desmond Bane UTIL Rayan Rupert,,,
8948,5086943211,Elwaysarmy (3/20),0,213,C Danny Wolf F Trendon Watford G Cooper Flagg PF Paolo Banchero PG Cade Cunningham SF Rayan Rupert SG Ethan Thompson UTIL Olivier-Maxence Prosper,,,
8948,5087155490,garyyoung (18/20),0,213,C Victor Wembanyama F Devin Vassell G Stephon Castle PF Julian Champagnie PG Marcus Sasser SF Will Riley SG Christian Braun UTIL De'Aaron Fox,,,
8948,5087188088,sheldon1962 (1/3),0,213,C Nic Claxton F Paolo Banchero G Davion Mitchell PF Danny Wolf PG Cameron Payne SF Desmond Bane SG CJ McCollum UTIL Isaiah Stewart,,,
8948,5087208271,manbearfish777 (6/20),0,213,C Neemias Queta F Tobias Harris G Cade Cunningham PF Royce O'Neale PG Jalen Suggs SF Devin Vassell SG Tre Johnson UTIL Kyle Kuzma,,,
8948,5087240349,ucorksoaker (1/4),0,213,C Neemias Queta F Bobby Portis G VJ Edgecombe PF Tobias Harris PG Andrew Nembhard SF Jonathan Kuminga SG Brandon Williams UTIL Alexandre Sarr,,,
8954,5086691771,phillybadboy215,0,212.75,C Dominick Barlow F Trendon Watford G Quentin Grimes PF Jaylin Williams PG Cameron Payne SF Jalen Green SG VJ Edgecombe UTIL De'Aaron Fox,,,
8954,5086860078,keldwayne82 (1/5),0,212.75,C Ivica Zubac F Noah Penda G Cade Cunningham PF Jabari Walker PG Andrew Nembhard SF Jalen Green SG Kam Jones UTIL Jalen Duren,,,
8954,5086934603,greendose (2/20),0,212.75,C Marvin Bagley III F Giannis Antetokounmpo G Davion Mitchell PF Paolo Banchero PG Dylan Harper SF Jaime Jaquez Jr. SG Naji Marshall UTIL Trendon Watford,,,
8954,5087007168,michiganbcs,0,212.75,C Daniel Gafford F Cooper Flagg G Quentin Grimes PF Gregory Jackson PG Nickeil Alexander-Walker SF Kyle Kuzma SG CJ McCollum UTIL Tre Johnson,,,
8954,5087046087,Dr_Henry_Pride (8/20),0,212.75,C Neemias Queta F Jalen Johnson G Javon Small PF Dominick Barlow PG Ethan Thompson SF Kobe Brown SG CJ McCollum UTIL Olivier-Maxence Prosper,,,
8954,5087069407,Gunnes-2019 (12/20),0,212.75,C Jay Huff F Cason Wallace G Payton Pritchard PF Jaylin Williams PG Nickeil Alexander-Walker SF Jaime Jaquez Jr. SG Desmond Bane UTIL Tristan da Silva,,,
8954,5087122409,MickGreen42 (1/2),0,212.75,C Wendell Carter Jr. F Jonathan Kuminga G Nickeil Alexander-Walker PF Paolo Banchero PG Marcus Sasser SF Kobe Brown SG Desmond Bane UTIL Neemias Queta,,,
8954,5087122795,Dave2zone (12/16),0,212.75,C Nikola Jokic F Jaylen Wells G Davion Mitchell PF Jaylin Williams PG Collin Gillespie SF Ochai Agbaji SG Cameron Payne UTIL Tim Hardaway Jr.,,,
8962,5086803885,Stoneamaker (8/20),0,212.5,C Jaylin Williams F Rayan Rupert G Davion Mitchell PF Trendon Watford PG Javon Small SF Desmond Bane SG Quentin Grimes UTIL Jahmai Mashack,,,
8962,5086952429,jfontz (1/3),0,212.5,C Neemias Queta F Jaylin Williams G Jalen Suggs PF Tobias Harris PG Ajay Mitchell SF Cameron Johnson SG Naji Marshall UTIL Cooper Flagg,,,
8962,5087149999,EMU15baseball (1/7),0,212.5,C Dominick Barlow F Jalen Johnson G Nickeil Alexander-Walker PF Trendon Watford PG Collin Gillespie SF Devin Vassell SG Cameron Payne UTIL PJ Washington,,,
8962,5087188878,mikey300 (1/2),0,212.5,C Jaylin Williams F Cooper Flagg G VJ Edgecombe PF Danny Wolf PG Javon Small SF Tristan da Silva SG Tre Johnson UTIL Quentin Grimes,,,
8962,5087188937,mikey300 (2/2),0,212.5,C Jaylin Williams F Cooper Flagg G VJ Edgecombe PF Danny Wolf PG Javon Small SF Tristan da Silva SG Tre Johnson UTIL Quentin Grimes,,,
8967,5086869439,Cards1640 (2/2),0,212.25,C Jalen Duren F Trendon Watford G Tre Johnson PF Will Riley PG Trae Young SF Jarace Walker SG Jaylen Brown UTIL Duncan Robinson,,,
8967,5087063165,AckRite13 (1/2),0,212.25,C Bam Adebayo F Jonathan Kuminga G Keldon Johnson PF Trendon Watford PG Cooper Flagg SF Jaylen Brown SG Baylor Scheierman UTIL Daniss Jenkins,,,
8967,5087169637,ecape (7/19),0,212.25,C Onyeka Okongwu F Kyle Kuzma G Brandon Williams PF Jaylin Williams PG Collin Gillespie SF Desmond Bane SG CJ McCollum UTIL Devin Vassell,,,
8967,5087218800,solomex49 (18/20),0,212.25,C Victor Wembanyama F Devin Vassell G Javon Small PF Taylor Hendricks PG Cade Cunningham SF Rayan Rupert SG Jahmai Mashack UTIL Ben Sheppard,,,
8967,5087255353,donald32839 (6/6),0,212.25,C Ivica Zubac F Danny Wolf G Tre Johnson PF Jaylin Williams PG Ryan Rollins SF Jaime Jaquez Jr. SG Stephon Castle UTIL Neemias Queta,,,
8967,5087258838,Nitt.butt (10/20),0,212.25,C Nikola Jokic F Ousmane Dieng G Baylor Scheierman PF PJ Washington PG Quentin Grimes SF Cameron Johnson SG Naji Marshall UTIL Ochai Agbaji,,,
8973,5086456775,gregsocha,0,212,C Dwight Powell F Jaylen Brown G Cade Cunningham PF Jabari Walker PG Shai Gilgeous-Alexander SF Ryan Dunn SG Ben Sheppard UTIL AJ Green,,,
8973,5086831314,s84walker (2/2),0,212,C Marvin Bagley III F Keldon Johnson G Baylor Scheierman PF Giannis Antetokounmpo PG Cameron Payne SF Desmond Bane SG VJ Edgecombe UTIL Noah Clowney,,,
8973,5087044974,Zakarielp34 (5/17),0,212,C Olivier-Maxence Prosper F Jarace Walker G Max Christie PF PJ Washington PG Cooper Flagg SF Jaylen Brown SG Naji Marshall UTIL Myron Gardner,,,
8973,5087063567,Bombshack (1/2),0,212,C Alexandre Sarr F Danny Wolf G Collin Gillespie PF Jaylin Williams PG Cooper Flagg SF Ousmane Dieng SG Jalen Green UTIL Javon Small,,,
8973,5087151729,therealjeed,0,212,C Nic Claxton F Kyle Kuzma G Tre Johnson PF Paolo Banchero PG Jalen Suggs SF Desmond Bane SG Naji Marshall UTIL Dylan Harper,,,
8973,5087153999,rick052954 (5/5),0,212,C Neemias Queta F Jaime Jaquez Jr. G Naji Marshall PF Royce O'Neale PG Javon Small SF Desmond Bane SG Payton Pritchard UTIL PJ Washington,,,
8973,5087216450,gmoney20151,0,212,C Nikola Jokic F Hugo Gonzalez G Javon Small PF Jaylin Williams PG Ben Saraf SF Jabari Walker SG Kam Jones UTIL Victor Wembanyama,,,
8973,5087235004,diane0383,0,212,C Dominick Barlow F Trendon Watford G Desmond Bane PF Jaylin Williams PG Cooper Flagg SF Justin Edwards SG VJ Edgecombe UTIL Onyeka Okongwu,,,
